pmid,pmcid,nihmsid,nctid,pub_title,authors,authors_lnames,authors_initials,authors_affil,pub_date,journal_short,journal_full,pubmed_tags,pmc_status
27623284,5021356,,,Epistatic Gene-Based Interaction Analyses for Glaucoma in eMERGE and NEIGHBOR Consortium.,"Shefali Setia Verma, Jessica N Cooke Bailey, Anastasia Lucas, Yuki Bradford, James G Linneman, Michael A Hauser, Louis R Pasquale, Peggy L Peissig, Murray H Brilliant, Catherine A McCarty, Jonathan L Haines, Janey L Wiggs, Tamara R Vrabec, Gerard Tromp, Marylyn D Ritchie, Unknown Unknown, Unknown Unknown","Verma, Cooke Bailey, Lucas, Bradford, Linneman, Hauser, Pasquale, Peissig, Brilliant, McCarty, Haines, Wiggs, Vrabec, Tromp, Ritchie, Unknown, Unknown","SS, JN, A, Y, JG, MA, LR, PL, MH, CA, JL, JL, TR, G, MD, Unknown, Unknown","Department of Biomedical and Translational Informatics, Geisinger Health System, Danville, Pennsylvania, United States of America., Department of Epidemiology and Biostatistics, Institute for Computational Biology, Case Western Reserve University School of Medicine, Cleveland, Ohio, United States of America., Department of Biomedical and Translational Informatics, Geisinger Health System, Danville, Pennsylvania, United States of America., Department of Biomedical and Translational Informatics, Geisinger Health System, Danville, Pennsylvania, United States of America., Center for Human Genetics, Marshfield Clinic Research Foundation, Marshfield, Wisconsin, United States of America., Department of Ophthalmology, Duke University Medical Center, Durham, North Carolina, United States of America., Department of Ophthalmology, Harvard Medical School, Massachusetts Eye and Ear Infirmary, Boston, Massachusetts, United States of America., Center for Human Genetics, Marshfield Clinic Research Foundation, Marshfield, Wisconsin, United States of America., Center for Human Genetics, Marshfield Clinic Research Foundation, Marshfield, Wisconsin, United States of America., Essentia Rural Health, Duluth, Minnesota, United States of America., Department of Epidemiology and Biostatistics, Institute for Computational Biology, Case Western Reserve University School of Medicine, Cleveland, Ohio, United States of America., Department of Ophthalmology, Harvard Medical School, Massachusetts Eye and Ear Infirmary, Boston, Massachusetts, United States of America., Department of Ophthalmology, Geisinger Health System, Danville, Pennsylvania, United States of America., Division of Molecular Biology and Human Genetics, Department of Biomedical Sciences, Faculty of Medicine and Health Sciences, Stellenbosch University, Tygerberg, South Africa., Department of Biomedical and Translational Informatics, Geisinger Health System, Danville, Pennsylvania, United States of America., , ",2016-09-01,PLoS Genet.,PLoS genetics,UL1 TR000427,1
23311713,3683378,455179,,Histological quantification of astrocytosis after cerebral infarction: a systematic review.,"Peter J Ostergaard, Matthew B Jensen","Ostergaard, Jensen","PJ, MB","Department of Neurology, University of Wisconsin, Madison, WI 53705-2281, USA. postergaard@mcw.edu, ",2013-07-01,Int. J. Neurosci.,The International journal of neuroscience,"KL2 RR025012, UL1 TR000427, 9U54TR000021",1
25350474,4321804,656045,,"Pharmacological and toxicological profile of opioid-treated, chronic low back pain patients entering a mindfulness intervention randomized controlled trial.","Aleksandra Zgierska, Margaret L Wallace, Cindy A Burzinski, Jennifer Cox, Miroslav Backonja","Zgierska, Wallace, Burzinski, Cox, Backonja","A, ML, CA, J, M","Assistant Professor, Department of Family Medicine, School of Medicine and Public Health, University of Wisconsin-Madison, Madison, Wisconsin., Research Fellow, Department of Family Medicine, School of Medicine and Public Health, University of Wisconsin-Madison, Madison, Wisconsin., Assistant Researcher, Department of Family Medicine, School of Medicine and Public Health, University of Wisconsin-Madison, Madison, Wisconsin., Research Specialist, Department of Family Medicine, School of Medicine and Public Health, University of Wisconsin-Madison, Madison, Wisconsin., Department of Family Medicine, School of Medicine and Public Health, University of Wisconsin-Madison, Madison, Wisconsin; Clinical Research Company Lifetree, Salt Lake City, Utah.",2014-09-01,J Opioid Manag,Journal of opioid management,UL1 TR000427,1
25332108,4405422,636761,,Posteromedial hyperactivation during episodic recognition among people with memory decline: findings from the WRAP study.,"Christopher R Nicholas, Ozioma C Okonkwo, Barbara B Bendlin, Jennifer M Oh, Sanjay Asthana, Howard A Rowley, Bruce Hermann, Mark A Sager, Sterling C Johnson","Nicholas, Okonkwo, Bendlin, Oh, Asthana, Rowley, Hermann, Sager, Johnson","CR, OC, BB, JM, S, HA, B, MA, SC","GRECC, William S. Middleton Memorial VA Hospital, Madison, WI, USA., GRECC, William S. Middleton Memorial VA Hospital, Madison, WI, USA., Wisconsin Alzheimer's Institute, University of Wisconsin School of Medicine and Public Health, Madison, WI, USA., Alzheimer's Disease Research Center, University of Wisconsin School of Medicine and Public Health, Madison, WI, USA., GRECC, William S. Middleton Memorial VA Hospital, Madison, WI, USA., Alzheimer's Disease Research Center, University of Wisconsin School of Medicine and Public Health, Madison, WI, USA., Wisconsin Alzheimer's Institute, University of Wisconsin School of Medicine and Public Health, Madison, WI, USA., Wisconsin Alzheimer's Institute, University of Wisconsin School of Medicine and Public Health, Madison, WI, USA., GRECC, William S. Middleton Memorial VA Hospital, Madison, WI, USA. scj@medicine.wisc.edu.",2015-12-01,Brain Imaging Behav,Brain imaging and behavior,UL1 TR000427,1
25441460,4329060,638875,,Achievements in health equity: nesting an NIMHD center of excellence within a CTSA.,"Peggy M Hatfield, Christine A Sorkness, Sarah L Esmond, Alexandra K Adams","Hatfield, Sorkness, Esmond, Adams","PM, CA, SL, AK","School of Medicine and Public Health, University of Wisconsin Madison, Madison, Wisconsin, USA., , , ",2015-02-01,Clin Transl Sci,Clinical and translational science,"UL1 TR000427, UL1TR000427",1
22972469,3632329,455334,,Computational modelling of anti-angiogenic therapies based on multiparametric molecular imaging data.,"Benjamin Titz, Kevin R Kozak, Robert Jeraj","Titz, Kozak, Jeraj","B, KR, R","Department of Medical Physics, University of Wisconsin School of Medicine and Public Health, Madison, WI, USA. titz@wisc.edu, , ",2012-10-07,Phys Med Biol,Physics in medicine and biology,"UL1 RR025011, UL1 TR000427",1
26813210,4824537,755246,NCT01553084,Effects of Nicotine Patch vs Varenicline vs Combination Nicotine Replacement Therapy on Smoking Cessation at 26 Weeks: A Randomized Clinical Trial.,"Timothy B Baker, Megan E Piper, James H Stein, Stevens S Smith, Daniel M Bolt, David L Fraser, Michael C Fiore","Baker, Piper, Stein, Smith, Bolt, Fraser, Fiore","TB, ME, JH, SS, DM, DL, MC","Center for Tobacco Research and Intervention, University of Wisconsin School of Medicine and Public Health, Madison2Department of Medicine, University of Wisconsin School of Medicine and Public Health, Madison., Center for Tobacco Research and Intervention, University of Wisconsin School of Medicine and Public Health, Madison2Department of Medicine, University of Wisconsin School of Medicine and Public Health, Madison., Department of Medicine, Cardiovascular Medicine, University of Wisconsin School of Medicine and Public Health, Madison., Center for Tobacco Research and Intervention, University of Wisconsin School of Medicine and Public Health, Madison2Department of Medicine, University of Wisconsin School of Medicine and Public Health, Madison., Department of Educational Psychology, University of Wisconsin-Madison., Center for Tobacco Research and Intervention, University of Wisconsin School of Medicine and Public Health, Madison., Center for Tobacco Research and Intervention, University of Wisconsin School of Medicine and Public Health, Madison2Department of Medicine, University of Wisconsin School of Medicine and Public Health, Madison.",2016-01-26,JAMA,JAMA,UL1 TR000427,1
26340874,5017309,810798,,Early Life Growth Trajectories in Cystic Fibrosis are Associated with Pulmonary Function at Age 6 Years.,"Don B Sanders, Aliza Fink, Nicole Mayer-Hamblett, Michael S Schechter, Gregory S Sawicki, Margaret Rosenfeld, Patrick A Flume, Wayne J Morgan","Sanders, Fink, Mayer-Hamblett, Schechter, Sawicki, Rosenfeld, Flume, Morgan","DB, A, N, MS, GS, M, PA, WJ","Department of Pediatrics, University of Wisconsin School of Medicine and Public Health, Madison, WI. Electronic address: dbsanders@pediatrics.wisc.edu., Cystic Fibrosis Foundation, Bethesda, MD., Department of Biostatistics, University of Washington, Seattle, WA; Department of Pediatrics, University of Washington, Seattle, WA., Department of Pediatrics, Virginia Commonwealth University, Richmond, VA., Department of Pediatrics, Boston Children's Hospital, Boston, MA., Department of Pediatrics, University of Washington, Seattle, WA., Departments of Medicine and Pediatrics, Medical University of South Carolina, Charleston, SC., Department of Pediatrics, University of Arizona, Tucson, AZ.",2015-11-01,J. Pediatr.,The Journal of pediatrics,"UL1 TR000427, KL2 TR000428, KL2TR000428",1
30679677,6345772,,,Close social relationships correlate with human gut microbiota composition.,"Kimberly A Dill-McFarland, Zheng-Zheng Tang, Julia H Kemis, Robert L Kerby, Guanhua Chen, Alberto Palloni, Thomas Sorenson, Federico E Rey, Pamela Herd","Dill-McFarland, Tang, Kemis, Kerby, Chen, Palloni, Sorenson, Rey, Herd","KA, ZZ, JH, RL, G, A, T, FE, P","Department of Bacteriology, U. of Wisconsin-Madison, 1550 Linden Drive, Madison, WI, 53706, USA., Department of Biostatistics and Medical Informatics, U. of Wisconsin-Madison, 600 Highland Avenue, Madison, WI, 53792, USA., Department of Bacteriology, U. of Wisconsin-Madison, 1550 Linden Drive, Madison, WI, 53706, USA., Department of Bacteriology, U. of Wisconsin-Madison, 1550 Linden Drive, Madison, WI, 53706, USA., Department of Biostatistics and Medical Informatics, U. of Wisconsin-Madison, 600 Highland Avenue, Madison, WI, 53792, USA., Department of Sociology, University of Wisconsin-Madison, Madison, WI, 53706, USA., Department of Bacteriology, U. of Wisconsin-Madison, 1550 Linden Drive, Madison, WI, 53706, USA., Department of Bacteriology, U. of Wisconsin-Madison, 1550 Linden Drive, Madison, WI, 53706, USA. ferey@wisc.edu., Center for the Demography of Health and Aging, 1180 Observatory Drive, Madison, WI, 53706, USA. ph627@georgetown.edu.",2019-01-24,Sci Rep,Scientific reports,"UL1 TR000427, UL1TR000427",1
24423110,3896802,,,Validation of PhenX measures in the personalized medicine research project for use in gene/environment studies.,"Catherine A McCarty, Richard Berg, Carla M Rottscheit, Carol J Waudby, Terrie Kitchner, Murray Brilliant, Marylyn D Ritchie","McCarty, Berg, Rottscheit, Waudby, Kitchner, Brilliant, Ritchie","CA, R, CM, CJ, T, M, MD","Division of Research, Essentia Institute of Rural Health, 502 East Second Street, Duluth, MN 55805, USA. cmccarty@eirh.org., , , , , , ",2014-01-14,BMC Med Genomics,BMC medical genomics,UL1 TR000427,1
26955655,4778249,745179,,Cerebrospinal fluid ratios with A?42 predict preclinical brain ?-amyloid accumulation.,"Annie M Racine, Rebecca L Koscik, Christopher R Nicholas, Lindsay R Clark, Ozioma C Okonkwo, Jennifer M Oh, Ansel T Hillmer, Dhanabalan Murali, Todd E Barnhart, Tobey J Betthauser, Catherine L Gallagher, Howard A Rowley, N Maritza Dowling, Sanjay Asthana, Barbara B Bendlin, Kaj Blennow, Henrik Zetterberg, Cynthia M Carlsson, Bradley T Christian, Sterling C Johnson","Racine, Koscik, Nicholas, Clark, Okonkwo, Oh, Hillmer, Murali, Barnhart, Betthauser, Gallagher, Rowley, Dowling, Asthana, Bendlin, Blennow, Zetterberg, Carlsson, Christian, Johnson","AM, RL, CR, LR, OC, JM, AT, D, TE, TJ, CL, HA, NM, S, BB, K, H, CM, BT, SC","Alzheimer's Disease Research Center, University of Wisconsin School of Medicine and Public Health, USA, Madison, WI 53705; Neuroscience Training Program, University of Wisconsin-Madison, USA, Madison, WI 53705; Neuroscience and Public Policy Program, University of Wisconsin-Madison, USA, Madison, WI 53705; Institute on Aging, University of Wisconsin-Madison, USA, Madison, WI 53706., Wisconsin Alzheimer's Institute, University of Wisconsin School of Medicine and Public Health, USA, Madison, WI 53705., Geriatric Research Education and Clinical Center, Wm. S. Middleton Veterans Hospital, USA, Madison WI 53705; Alzheimer's Disease Research Center, University of Wisconsin School of Medicine and Public Health, USA, Madison, WI 53705., Alzheimer's Disease Research Center, University of Wisconsin School of Medicine and Public Health, USA, Madison, WI 53705; Wisconsin Alzheimer's Institute, University of Wisconsin School of Medicine and Public Health, USA, Madison, WI 53705., Geriatric Research Education and Clinical Center, Wm. S. Middleton Veterans Hospital, USA, Madison WI 53705; Alzheimer's Disease Research Center, University of Wisconsin School of Medicine and Public Health, USA, Madison, WI 53705., Geriatric Research Education and Clinical Center, Wm. S. Middleton Veterans Hospital, USA, Madison WI 53705; Alzheimer's Disease Research Center, University of Wisconsin School of Medicine and Public Health, USA, Madison, WI 53705., Department of Medical Physics, University of Wisconsin School of Medicine and Public Health, USA, Madison, WI 53705; Waisman Laboratory for Brain Imaging and Behavior, University of Wisconsin-Madison, USA, Madison, WI 53705., Department of Medical Physics, University of Wisconsin School of Medicine and Public Health, USA, Madison, WI 53705; Department of Psychiatry, University of Wisconsin School of Medicine and Public Health, USA, Madison, WI, 53719., Department of Medical Physics, University of Wisconsin School of Medicine and Public Health, USA, Madison, WI 53705., Department of Medical Physics, University of Wisconsin School of Medicine and Public Health, USA, Madison, WI 53705., Geriatric Research Education and Clinical Center, Wm. S. Middleton Veterans Hospital, USA, Madison WI 53705; Alzheimer's Disease Research Center, University of Wisconsin School of Medicine and Public Health, USA, Madison, WI 53705., Alzheimer's Disease Research Center, University of Wisconsin School of Medicine and Public Health, USA, Madison, WI 53705; Department of Radiology, University of Wisconsin School of Medicine and Public Health, USA, Madison, WI 53705., Geriatric Research Education and Clinical Center, Wm. S. Middleton Veterans Hospital, USA, Madison WI 53705; Alzheimer's Disease Research Center, University of Wisconsin School of Medicine and Public Health, USA, Madison, WI 53705., Geriatric Research Education and Clinical Center, Wm. S. Middleton Veterans Hospital, USA, Madison WI 53705; Alzheimer's Disease Research Center, University of Wisconsin School of Medicine and Public Health, USA, Madison, WI 53705; Wisconsin Alzheimer's Institute, University of Wisconsin School of Medicine and Public Health, USA, Madison, WI 53705., Geriatric Research Education and Clinical Center, Wm. S. Middleton Veterans Hospital, USA, Madison WI 53705; Alzheimer's Disease Research Center, University of Wisconsin School of Medicine and Public Health, USA, Madison, WI 53705; Wisconsin Alzheimer's Institute, University of Wisconsin School of Medicine and Public Health, USA, Madison, WI 53705., Institute of Neurology, University College London, London, UK., Clinical Neurochemistry Laboratory, Institute of Neuroscience and Physiology, The Sahlgrenska Academy at the University of Gothenburg, Mölndal, Sweden; Institute of Neurology, University College London, London, UK., Geriatric Research Education and Clinical Center, Wm. S. Middleton Veterans Hospital, USA, Madison WI 53705; Alzheimer's Disease Research Center, University of Wisconsin School of Medicine and Public Health, USA, Madison, WI 53705., Department of Medical Physics, University of Wisconsin School of Medicine and Public Health, USA, Madison, WI 53705; Waisman Laboratory for Brain Imaging and Behavior, University of Wisconsin-Madison, USA, Madison, WI 53705; Department of Psychiatry, University of Wisconsin School of Medicine and Public Health, USA, Madison, WI, 53719., Geriatric Research Education and Clinical Center, Wm. S. Middleton Veterans Hospital, USA, Madison WI 53705; Alzheimer's Disease Research Center, University of Wisconsin School of Medicine and Public Health, USA, Madison, WI 53705; Wisconsin Alzheimer's Institute, University of Wisconsin School of Medicine and Public Health, USA, Madison, WI 53705; Waisman Laboratory for Brain Imaging and Behavior, University of Wisconsin-Madison, USA, Madison, WI 53705.",2016-01-01,Alzheimers Dement (Amst),"Alzheimer's &amp; dementia (Amsterdam, Netherlands)","UL1 TR000427, UL1 RR025011",1
